,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_type
378,"4 BHK Flat in Sector 51, Gurgaon","4 BHK Flat in Sector 51, Gurgaon",₹4.15 Cr,"₹12,968 /sqft",4.0,4.0,4 BHK,3250.0,"3,250 sqft",Super Built-up,5th floor,East,Ready To Move,,3.0,,,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in the citizen that is situated in sector 51 gurgaon. This property faces the south-East direction. Constructed on a super built up area of 3250 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies. This flat is situated on the 5th floor of this 11 floors tall residential building. This 1-5 years old...",Belagio Apartments,Belagio Apartments,,Flat
379,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.6 Cr,"₹13,763 /sqft",3.0,3.0,3 BHK,1889.0,"1,889 sqft",Super Built-up,,,Ready To Move,,,,Swimming Pool,"Flat is available for sale, excellent location and view,. It offers all the amenities to facilitate the needs of the residents. About project Adani oyster grande sector 102 is a superior class residential project located in gurugram, haryana offering the best in lifestyle for its residents. This fabulous apartment complex is a joint venture between adani company the well-Known real estate devel...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,Swimming Pool Available Gated Society,Flat
380,"3 BHK Flat in Sector 90, Gurgaon","3 BHK Flat in Sector 90, Gurgaon",₹2.14 Cr,"₹12,320 /sqft",3.0,3.0,3 BHK,1737.0,"1,737 sqft",Super Built-up,10th floor,,Ready To Move,,3.0,,Garden,"This lovely 3 bhk apartment/flat in sector 90 gurgaon is available for sale in one of gurgaon's most popular projects, dlf regal gardens. The flat is south-Facing. The flat is over 1737 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The property is located on the 10th floor of a 29 floors tall building. This 5-10 years old property is available for immediat...",DLF Regal Gardens,DLF Regal Gardens,Private Garden RPS Nearby,Flat
381,"3 BHK Flat in Sector 48, Gurgaon","3 BHK Flat in Sector 48, Gurgaon",₹5.05 Cr,"₹27,019 /sqft",3.0,3.0,3 BHK,1869.0,"1,869 sqft",Super Built-up,,East,Ready To Move,,3.0,,,"Situated in sector 48 gurgaon, central park resort belgravia residences is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is north-East-Facing. Constructed on a super built up area of 1869 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. This ...",Central Park Resort Belgravia Residences,Central Park Resort Belgravia Residences,,Flat
382,"3 BHK Flat in Sector 81, Gurgaon","3 BHK Flat in Sector 81, Gurgaon",₹3.45 Cr,"₹18,648 /sqft",3.0,4.0,3 BHK,2660.0,"2,660 sqft",Super Built-up,19 floor,East,Ready To Move,,3.0,,,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in bestech park view grand spa that is situated in sector 81 gurgaon. This property faces the east direction. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2660 sq.Ft. The residential building has 19 floors in total and the flat for sale is located on the 5th...",Bestech Park View Grand Spa,Bestech Park View Grand Spa,East Facing Saint Xavier school within 2.5km,Flat
383,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹1.62 Cr,"₹12,960 /sqft",3.0,3.0,3 BHK,1910.0,"1,910 sqft",Super Built-up,7th floor,North,Ready To Move,,3.0,,,"This 3 bhk flat is located in greenopolis, which houses some of the most spacious flats in sector 89 gurgaon. This property faces the north direction. Constructed on a super built up area of 1910 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The property is located on the 7th floor of a 14 floors tall building. This is a ready to move project and the property is 1-5 year...",Greenopolis,Greenopolis,North Facing Gated Society,Flat
384,"3 BHK Flat in Sector 104, Gurgaon","3 BHK Flat in Sector 104, Gurgaon",₹1.86 Cr,"₹13,649 /sqft",3.0,2.0,3 BHK,1359.0,"1,359 sqft",Super Built-up,2nd floor,North-East,Ready To Move,,2.0,,,"Check out this 3 bhk apartment for sale in hero homes, a popular residential project that houses in-Demand flats in sector 104 gurgaon. The flat is facing the north-East direction. Containing 3 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1359 sq.Ft. This flat is situated on the 2nd floor of this 36 floors tall residential building. As the project i...",Hero Homes,Hero Homes,North-East Facing Newly Constructed,Flat
385,"3 BHK Flat in Sector 70A, Gurgaon","3 BHK Flat in Sector 70A, Gurgaon",₹3.15 Cr,"₹14,651 /sqft",3.0,4.0,3 BHK,2150.0,"2,150 sqft",Super Built-up,20 floor,North,Ready To Move,,3.0,,Garden,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in paras irene that is situated in sector 70a gurgaon. The flat is facing the north direction. Constructed on a super built up area of 2150 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. The residential building has 20 floors in total and the flat for sale is located on the 10th floor. This is...",Paras Irene,Paras Irene,North Facing Private Garden,Flat
386,"3 BHK Flat in Sector 104, Gurgaon","3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,"₹14,348 /sqft",3.0,3.0,3 BHK,1359.0,"1,359 sqft",Super Built-up,36 floor,North,Ready To Move,,3.0,,,"Check out this 3 bhk apartment for sale in hero homes, a popular residential project that houses in-Demand flats in sector 104 gurgaon. This property faces the north direction. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1359 sq.Ft. The residential building has 36 floors in total and the flat for sale is located on the 10th floor. As t...",Hero Homes,Hero Homes,North Facing Newly Constructed,Flat
387,"3 BHK Flat in Nirvana Country, Gurgaon","3 BHK Flat in Nirvana Country, Gurgaon",₹3.55 Cr,"₹13,498 /sqft",3.0,4.0,3 BHK,2630.0,"2,630 sqft",Super Built-up,6th floor,,Ready To Move,,2.0,,Garden,"This 3 bhk flat is located in unitech harmony, which houses some of the most spacious flats in nirvana country, gurgaon. This residential flat is west-Facing direction. Constructed on a super built up area of 2630 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and 2 balconies. This flat is situated on the 6th floor of this 19 floors tall residential building. Being a ready to move project...",Unitech Harmony,Unitech Harmony,Private Garden HUDA metro station Nearby,Flat
388,"4 BHK Flat in Sector 48, Gurgaon","4 BHK Flat in Sector 48, Gurgaon",₹14.5 Cr,"₹36,886 /sqft",4.0,5.0,4 BHK,3931.0,"3,931 sqft",Super Built-up,17 floor,East,Ready To Move,,3.0,,,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in central park resorts that is situated in sector 48 gurgaon. This residential flat is east-Facing direction. Constructed on a super built up area of 3931 sq.Ft., the flat comprises 4 bedroom(s), 5 bathrooms and more than 3 balconies. The flat has a total of 17 floors and this property is situated on 7th floor. This 1-5 year...",Central Park Resorts,Central Park Resorts,East Facing Millennium Nearby,Flat
389,"3 BHK Flat in Sector 48, Gurgaon","3 BHK Flat in Sector 48, Gurgaon",₹6.55 Cr,"₹29,721 /sqft",3.0,4.0,3 BHK,2187.0,"2,187 sqft",Super Built-up,,West,Ready To Move,,3.0,,,"Located in the popular residential address of sector 48 gurgaon, central park resorts is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This residential flat is north-West-Facing direction. Constructed on a super built up area of 2187 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. T...",Central Park Resorts,Central Park Resorts,Millennium Nearby GD Goenka Nearby,Flat
390,"3 BHK Flat in Palam Vihar, Gurgaon","3 BHK Flat in Palam Vihar, Gurgaon",₹2.5 Cr,"₹13,020 /sqft",3.0,4.0,3 BHK,1920.0,"1,920 sqft",Super Built-up,,,Ready To Move,,,,"Power Backup, Gym, Tennis Court","Park view residency by bestech. All woodwork like wardrobes, modular kitchen, fans tubes etc. Easy approach from udyog vihar, iffco chowk & signature tower. 5kva power backup. Club, pool, gym, shopping complex, & tennis courts inside the complex. Full occupancy. Best price & location.",Bestech Park View Residency,Bestech Park View Residency,Gems International Nearby Manipal Hospital Nearby,Flat
391,"3 BHK Flat in Sector 106, Gurgaon","3 BHK Flat in Sector 106, Gurgaon",₹1.79 Cr,"₹10,170 /sqft",3.0,3.0,3 BHK,1760.0,"1,760 sqft",Built-up,24th floor,North,Ready To Move,,,,Lift,Breathtaking view from 24th floor. Vasu complaint flat. 3 lifts in the tower.,Paras Dews,Paras Dews,North Facing Top Floor,Flat
392,"3 BHK Flat in Sector 49, Gurgaon","3 BHK Flat in Sector 49, Gurgaon",₹3.4 Cr,"₹16,868 /sqft",3.0,3.0,3 BHK,2015.0,"2,015 sqft",Super Built-up,,North,Ready To Move,,3.0,,,"Situated in sector 49 gurgaon, vatika city is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is facing the north direction. The flat occupies a super built up area of 2016 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. This flat lies on the 3rd level of a ...",Vatika City,Vatika City,North Facing Gated Society,Flat
393,"2 BHK Flat in Sohna, Gurgaon","2 BHK Flat in Sohna, Gurgaon",₹1.42 Cr,"₹11,784 /sqft",2.0,2.0,2 BHK,1205.0,"1,205 sqft",Super Built-up,14 floor,East,Ready To Move,,2.0,,,"This property faces the north-East direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1205 sq.Ft. The flat has a total of 14 floors and this property is situated on 8th floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. All the modern ameniti...",Ashiana Anmol,Ashiana Anmol,,Flat
394,"3 BHK Flat in Sector-33 Sohna, Gurgaon","3 BHK Flat in Sector-33 Sohna, Gurgaon",₹2.49 Cr,"₹20,941 /sqft",3.0,3.0,3 BHK,1789.0,"1,789 sqft",Super Built-up,13 floor,East,Ready To Move,,3.0,,,"Check out this 3 bhk apartment for sale in central park flower valley, a popular residential project that houses in-Demand flats in sector-33 sohna, gurgaon. This residential flat is east-Facing direction. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 1789 sq.Ft. The residential building has 13 floors in total and the flat for ...",Central Park Flower Valley,Central Park Flower Valley,East Facing G D GOENKA SCHOOL Nearby,Flat
395,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹3.4 Cr,"₹13,203 /sqft",3.0,3.0,3 BHK,2575.0,"2,575 sqft",Super Built-up,6th floor,East,Ready To Move,,2.0,,,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in adani m2k oyster grande that is situated in sector 102 gurgaon. This residential flat is east-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 2575 sq.Ft. The property is located on the 6th floor of a 24 floors tal...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,East Facing Dps school Nearby,Flat
396,"4 BHK Flat in Sector 54, Gurgaon","4 BHK Flat in Sector 54, Gurgaon",₹14.35 Cr,"₹34,166 /sqft",4.0,4.0,4 BHK,4200.0,"4,200 sqft",Carpet,,East,Ready To Move,,3.0,,,"Dlf the belaire is one of gurgaon's most sought after destination for residential flats and this 4 bhk flat in sector 54 gurgaon, is your opportunity to be a part of this community. Additionally, this property is in vicinity to important points of interest and is close to metro station and close to school. This flat consists of 4 bedrooms, 6 bathrooms & more than 3 balconies. Flat is constructe...",DLF The Belaire,DLF The Belaire,East Facing Gated Society,Flat
397,"3 BHK Flat in Sector 66, Gurgaon","3 BHK Flat in Sector 66, Gurgaon",₹4.15 Cr,"₹21,819 /sqft",3.0,3.0,3 BHK,1902.0,"1,902 sqft",Carpet,17 floor,East,Ready To Move,,2.0,,,"This beautiful 3 bhk flat in sector 66 gurgaon is situated in emaar mgf the palm drive, one of the popular residential society in gurgaon. This property faces the north-East direction. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 1950 sq.Ft. The flat has a total of 17 floors and this property is situated on 3rd floor. Being a ready to m...",Emaar MGF The Palm Drive,Emaar MGF The Palm Drive,East Facing Gated Society,Flat
398,"4 BHK Flat in Sector 72, Gurgaon","4 BHK Flat in Sector 72, Gurgaon",₹8.5 Cr,"₹18,888 /sqft",4.0,4.0,4 BHK,4500.0,"4,500 sqft",Super Built-up,,East,Ready To Move,,3.0,,Swimming Pool,"Tata primanti is one of gurgaon's most sought after destination for apartments and this 4 bhk duplay flat with private swimming pool in sector 72 tata primanti gurgaon is your opportunity to be a part of this community. This is a north-East-Facing property. The floor plan additionally contains 4 bedroom(s), 4 bathrooms with private swimming pool and more than 3 balconies. All in all, the flat i...",Tata Primanti,Tata Primanti,,Flat
399,"2 BHK Flat in Sector 106, Gurgaon","2 BHK Flat in Sector 106, Gurgaon",₹1.25 Cr,"₹11,111 /sqft",2.0,2.0,2 BHK,1125.0,"1,125 sqft",Carpet,,West,Ready To Move,,2.0,,,"Situated in sector 106 gurgaon, viridian the plaza 106 is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is facing the north-West direction. Constructed on a carpet area of 1125 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. The flat has a total of 20...",Viridian The Plaza 106,Viridian The Plaza 106,,Flat
400,"3 BHK Flat in Sector 70A, Gurgaon","3 BHK Flat in Sector 70A, Gurgaon",₹4.3 Cr,"₹17,373 /sqft",3.0,4.0,3 BHK,2475.0,"2,475 sqft",Super Built-up,,North,Ready To Move,,3.0,,Garden,"Aipl the peaceful homes is one of the most popular destination for buying apartments/ flats in sector 70a gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This property faces the north direction. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 2475 sq.Ft. The residentia...",AIPL The Peaceful Homes,AIPL The Peaceful Homes,North Facing Private Garden,Flat
401,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.7 Cr,"₹14,293 /sqft",3.0,3.0,3 BHK,1889.0,"1,889 sqft",Super Built-up,11th floor,East,Ready To Move,,2.0,,,"This 3 bhk apartment is available for sale in adani m2k oyster grande, one of the most prominent projects for flats in sector 102 gurgaon. This property faces the east direction. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 1889 sq.Ft. This flat is situated on the 11th floor of this 24 floors tall residential building. Being a ready to ...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,East Facing Dps school Nearby,Flat
402,"3 BHK Flat in Sector 89 A, Gurgaon","3 BHK Flat in Sector 89 A, Gurgaon",₹3.05 Cr,"₹11,509 /sqft",3.0,4.0,3 BHK,2650.0,"2,650 sqft",Super Built-up,,East,Ready To Move,,,,Garden,,ATS Marigold,ATS Marigold,East Facing Private Garden,Flat
403,"4 BHK Flat in Sector 47, Gurgaon","4 BHK Flat in Sector 47, Gurgaon",₹8.5 Cr,"₹24,320 /sqft",4.0,6.0,4 BHK,3495.0,"3,495 sqft",Super Built-up,,East,Ready To Move,,3.0,,,"Bestech park view spa is one of the most popular destination for buying apartments/ flats in sector 47 gurgaon. You too can be a part of this society by purchasing this 4 bhk flat here. This property faces the north-East direction. Containing 4 bedroom(s), 6 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 3495 sq.Ft. The property is located on the 4th floo...",Bestech Park View Spa,Bestech Park View Spa,,Flat
404,"4 BHK Flat in Sector 109, Gurgaon","4 BHK Flat in Sector 109, Gurgaon",₹4.25 Cr,"₹13,492 /sqft",4.0,5.0,4 BHK,3150.0,"3,150 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,Garden,"Situated in sector 109 gurgaon, ats tourmaline is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is north-East-Facing. The flat is over 3150 sq.Ft. Super built up area and comes with 4 bedroom(s), 5 bathrooms and more than 3 balconies. This flat lies on the 11th level of a ...",ATS Tourmaline,ATS Tourmaline,North-East Facing Private Garden,Flat
405,"4 BHK Flat in Sector 102, Gurgaon","4 BHK Flat in Sector 102, Gurgaon",₹3.9 Cr,"₹12,195 /sqft",4.0,4.0,4 BHK,3198.0,"3,198 sqft",Super Built-up,24 floor,,Ready To Move,,2.0,,,"The flat is east-Facing. Containing 4 bedroom(s), 4 bathrooms and 2 balconies, this flat is spread over a super built up area of 3198 sq.Ft. The flat has a total of 24 floors and this property is situated on 10th floor. This is a ready to move project and the property is 5-10 years old. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. Another plu...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,,Flat
406,"2 BHK Flat in Sector 102, Gurgaon","2 BHK Flat in Sector 102, Gurgaon",₹2.15 Cr,"₹15,196 /sqft",2.0,2.0,2 BHK,1349.0,"1,349 sqft",Super Built-up,8th floor,East,Ready To Move,,2.0,,Gym,"This is a east-Facing property. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1349 sq.Ft. This flat is situated on the 8th floor of this 26 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The vitrified flooring of this flat is beautifully designed and he...",Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,East Facing Fitness Center/ Gym,Flat
407,"3 BHK Flat in Sector 85, Gurgaon","3 BHK Flat in Sector 85, Gurgaon",₹2.9 Cr,"₹13,621 /sqft",3.0,3.0,3 BHK,2129.0,"2,129 sqft",Carpet,8th floor,North,Ready To Move,,3.0,,Garden,"This residential flat is north-Facing direction. Constructed on a carpet area of 2129 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The property is located on the 8th floor of a 25 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The flat comes well built with vitrified flooring options. Mor...",Godrej Air,Godrej Air,North Facing Private Garden,Flat
408,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.35 Cr,"₹13,025 /sqft",3.0,3.0,3 BHK,1689.0,"1,689 sqft",Super Built-up,10th floor,East,Ready To Move,,2.0,,Gym,"This is a east-Facing property. The flat occupies a super built up area of 1689 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat is situated on the 10th floor of this 24 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The flat comes well built with vitrified flooring options. Another ...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,East Facing Fitness Center/ Gym,Flat
409,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.9 Cr,"₹21,755 /sqft",3.0,3.0,3 BHK,1852.0,"1,852 sqft",Super Built-up,26 floor,East,Ready To Move,,3.0,,,"This 3 bhk apartment is available for sale in shapoorji pallonji joyville gurugram, one of the most prominent projects for flats in sector 102 gurgaon. This property faces the east direction. Constructed on a super built up area of 1852 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The residential building has 26 floors in total and the flat for sale is located on the 8t...",Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,East Facing DELHI PUBLIC SCHOOL within 250m,Flat
410,"4 BHK Flat in Sector 81, Gurgaon","4 BHK Flat in Sector 81, Gurgaon",₹4.95 Cr,"₹17,283 /sqft",4.0,4.0,4 BHK,2864.0,"2,864 sqft",Super Built-up,,,Ready To Move,,3.0,,Garden,"Situated in sector 81 gurgaon, dlf the ultima is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. This is a west-Facing property. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2864...",DLF The Ultima,DLF The Ultima,Private Garden sidheshwar school within 250m,Flat
411,"3 BHK Flat in Sector 86, Gurgaon","3 BHK Flat in Sector 86, Gurgaon",₹2.5 Cr,"₹12,960 /sqft",3.0,3.0,3 BHK,1929.0,"1,929 sqft",Super Built-up,19 floor,East,Ready To Move,,1.0,,Garden,"This 3 bhk flat is located in dlf the skycourt, which houses some of the most spacious flats in sector 86 gurgaon. This is a east-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1929 sq.Ft. The residential building has 19 floors in total and the flat for sale is located on the 12th floor....",DLF The Skycourt,DLF The Skycourt,East Facing Private Garden,Flat
412,"2 BHK Flat in Sector 112, Gurgaon","2 BHK Flat in Sector 112, Gurgaon",₹4.19 Cr,"₹17,165 /sqft",2.0,3.0,2 BHK,2441.0,"2,441 sqft",Super Built-up,28 floor,East,Ready To Move,,3.0,,,"Experion windchants is one of the most popular destination for buying apartments/ flats in sector 112 gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. This is a east-Facing property. The flat is over 2441 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. 28 floors tall residential building. This 1-5 years old property is avail...",Experion Windchants,Experion Windchants,East Facing Overlooking Park,Flat
413,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹1.6 Cr,"₹10,709 /sqft",3.0,3.0,3 BHK,1494.0,"1,494 sqft",Super Built-up,4 floor,North-East,Ready To Move,,3.0,,,"The flat is facing the north-East direction. The flat occupies a super built up area of 1494 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. The residential building has 4 floors in total and the flat for sale is located on the 2nd floor. This is a ready to move project and the property is 1-5 years old. The wood flooring of this flat is beautifully designed and helps...",M3M Soulitude,M3M Soulitude,North-East Facing rps school within 1km,Flat
414,"3 BHK Flat in Sector 56, Gurgaon","3 BHK Flat in Sector 56, Gurgaon",₹2.5 Cr,"₹11,627 /sqft",3.0,3.0,3 BHK,2150.0,"2,150 sqft",Super Built-up,8 floor,North,Ready To Move,,3.0,,Garden,"This 3 bhk flat is located in technocrat society, which houses some of the most spacious flats in sector 56 gurgaon. This property faces the north direction. The flat is over 2150 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 8 floors and this property is situated on 4th floor. This 10+ years old property is available for immediate ...",Technocrat Society,Technocrat Society,North Facing Private Garden,Flat
415,"2 BHK Flat in Sector 89, Gurgaon","2 BHK Flat in Sector 89, Gurgaon",₹1.36 Cr,"₹11,258 /sqft",2.0,2.0,2 BHK,1208.0,"1,208 sqft",Super Built-up,,East,Ready To Move,,2.0,,,"Located in the popular residential address of sector 89 gurgaon, smart world gems is one of the most preferred destination for apartments in gurgaon. This 2 bhk flat is your ticket to be a part of this community. This property faces the east direction. The flat is over 1208 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 2nd level of a ...",Smart World Gems,Smart World Gems,East Facing Newly Constructed,Flat
416,"4 BHK Flat in Sector 67, Gurgaon","4 BHK Flat in Sector 67, Gurgaon",₹4.15 Cr,"₹15,749 /sqft",4.0,5.0,4 BHK,2635.0,"2,635 sqft",Super Built-up,,North,Ready To Move,,3.0,,,"4 bhk apartment for sale | bestech park view spa next, sector 67 gurgaon Experience luxury and comfort in this beautifully designed 4 bhk apartment located in the premium residential community bestech park view spa next, sector 67, gurgaon. Spread across a super built-Up area of 2,635 sq. Ft., this spacious home includes: 4 elegant bedrooms 5 modern bathrooms More than 3 balconies offering open...",Bestech Park View Spa Next,Bestech Park View Spa Next,North Facing Recently Renovated,Flat
417,"3 BHK Flat in Sector 66, Gurgaon","3 BHK Flat in Sector 66, Gurgaon",₹2.77 Cr,"₹14,427 /sqft",3.0,4.0,3 BHK,1920.0,"1,920 sqft",Super Built-up,,North-East,Ready To Move,,,,,"Property name: Palm enclave Location: Specify city/locality as per listing (E.G., ludhiana/sangowal or other) Project description Palm enclave is a thoughtfully planned residential community offering modern living in a serene and well-Connected neighborhood. Designed to cater to contemporary lifestyle needs, it provides a peaceful environment while keeping you close to urban conveniences. Amgre...",Emaar MGF The Enclave,Emaar MGF The Enclave,North-East Facing 55-56 metro Nearby,Flat
418,"3 BHK Flat in Sector 69, Gurgaon","3 BHK Flat in Sector 69, Gurgaon",₹2.35 Cr,"₹14,892 /sqft",3.0,3.0,3 BHK,1578.0,"1,578 sqft",Super Built-up,,East,Ready To Move,,2.0,,,"This 3 bhk flat is located in tulip violet, which houses some of the most spacious flats in sector 69 gurgaon. The flat is east-Facing. The flat occupies a super built up area of 1578 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat lies on the 2nd level of a 39 storey building. This is a ready to move project and the property is 5-10 years old. The marble flooring of ...",Tulip Violet,Tulip Violet,East Facing Gated Society,Flat
419,"4 BHK Flat in Sector 61, Gurgaon","4 BHK Flat in Sector 61, Gurgaon",₹4.55 Cr,"₹22,750 /sqft",4.0,4.0,4 BHK,2438.0,"2,438 sqft",Super Built-up,10th floor,North,Ready To Move,,3.0,,,"This property faces the north direction. The flat is over 2438 sq.Ft. Super built up area and comes with 4 bedroom(s), 4 bathrooms and more than 3 balconies. The property is located on the 10th floor of a 32 floors tall building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The vitrified flooring of this flat is beautifully designed and hel...",Pioneer Park,Pioneer Park,North Facing Sector 55 metro within 2km,Flat
420,"3 BHK Flat in Sector 85, Gurgaon","3 BHK Flat in Sector 85, Gurgaon",₹1.6 Cr,"₹9,726 /sqft",3.0,4.0,3 BHK,1645.0,"1,645 sqft",Super Built-up,4th floor,West,Ready To Move,,3.0,,,"The flat is facing the north-West direction. The flat is over 1645 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 3 balconies. The property is located on the 4th floor of a 30 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The well built marble flooring enhances the aesthetic appeal of this flat. M...",Orris Carnation Residency,Orris Carnation Residency,Gated Society Corner Property,Flat
421,"4 BHK Flat in Sector 110, Gurgaon","4 BHK Flat in Sector 110, Gurgaon",₹4.98 Cr,"₹14,647 /sqft",4.0,5.0,4 BHK,3400.0,"3,400 sqft",Super Built-up,15 floor,North-East,Ready To Move,,3.0,,,"This 4 bhk apartment is available for sale in indiabulls enigma, one of the most prominent projects for flats in sector 110 gurgaon. This residential flat is north-East-Facing direction. Constructed on a super built up area of 3400 sq.Ft., the flat comprises 4 bedroom(s), 5 bathrooms and 3 balconies. The residential building has 15 floors in total and the flat for sale is located on the 7th flo...",Indiabulls Enigma,Indiabulls Enigma,North-East Facing DPS School Nearby,Flat
422,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.55 Cr,"₹13,499 /sqft",3.0,3.0,3 BHK,1889.0,"1,889 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,,"Located in the popular residential address of sector 102 gurgaon, adani m2k oyster grande is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat is facing the north-East direction. The flat is over 1889 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The property is located ...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,North-East Facing DELHI PUBLIC SCHOOL within 250m,Flat
