,Unnamed: 0.1,Unnamed: 0,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_id,rating,reviews,link
684,853.0,1222.0,Individual,"2 BHK Flat in Sector 106, Gurgaon","2 BHK Flat in Sector 106, Gurgaon",₹2.15 Cr,"₹15,739 /sqft",2.0,2.0,2 BHK,1366.0,"1,366 sqft",Super Built-up,,East,Ready To Move,,3.0,,,"This 2 bhk flat is located in godrej meridien, which houses some of the most spacious flats in sector 106 gurgaon. The flat is east-Facing. Containing 2 bedroom(s), 2 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 1366 sq.Ft. This flat lies on the 7th level of a 34 storey building. As the project is already ready to move, so you can easily move into this ...",Godrej Meridien,Godrej Meridien,East Facing DPS PUBLIC SCHOOL Nearby,,,,
685,854.0,1223.0,Individual,"3 BHK Flat in Sector 49, Gurgaon","3 BHK Flat in Sector 49, Gurgaon",₹3.5 Cr,"₹16,982 /sqft",3.0,4.0,3 BHK,2061.0,"2,061 sqft",Super Built-up,14 floor,North,Ready To Move,,3.0,,,"This lovely 3 bhk apartment/flat in sector 49 gurgaon is available for sale in one of gurgaon's most popular projects, orchid petals. This property faces the north direction. Containing 3 bedroom(s), 4 bathrooms and 3 balconies, this flat is spread over a super built up area of 2061 sq.Ft. The flat has a total of 14 floors and this property is situated on 9th floor. This is a ready to move proj...",Orchid Petals,Orchid Petals,North Facing St Xavier's school Nearby,,,,
686,855.0,1224.0,Individual,"3 BHK Flat in Sector 81, Gurgaon","3 BHK Flat in Sector 81, Gurgaon",₹1.87 Cr,"₹17,282 /sqft",3.0,2.0,3 BHK,1660.0,"1,660 sqft",Super Built-up,15 floor,East,Ready To Move,,3.0,,,"The flat is east-Facing. The flat is over 1660 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and more than 3 balconies. The residential building has 15 floors in total and the flat for sale is located on the 10th floor. This is a ready to move project and the property is 10+ years old. The well built wood flooring enhances the aesthetic appeal of this flat. All the modern ...",Bestech Park View Ananda,Bestech Park View Ananda,East Facing Gated Society,,,,
687,856.0,1225.0,Individual,"3 BHK Flat in Sector 81, Gurgaon","3 BHK Flat in Sector 81, Gurgaon",₹2.18 Cr,"₹12,044 /sqft",3.0,3.0,3 BHK,1810.0,"1,810 sqft",Super Built-up,,North,Ready To Move,,3.0,,,"Situated in sector 81 gurgaon, bestech park view ananda is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is facing the north direction. The flat occupies a super built up area of 1810 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. The property i...",Bestech Park View Ananda,Bestech Park View Ananda,North Facing Gated Society,,,,
688,857.0,1226.0,Individual,"4 BHK Flat in Sector 65, Gurgaon","4 BHK Flat in Sector 65, Gurgaon",₹12 Cr,"₹24,038 /sqft",4.0,4.0,4 BHK,4992.0,"4,992 sqft",Super Built-up,,East,Ready To Move,,3.0,,,"This lovely 4 bhk apartment/flat in sector 65 gurgaon is available for sale in one of gurgaon's most popular projects, m3m golfestate. This residential flat is north-East-Facing direction. Constructed on a super built up area of 4992 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies. This flat lies on the 15th level of a 40 storey building. As the project is already...",M3M Golfestate,M3M Golfestate,,,,,
689,858.0,1227.0,Individual,"3 BHK Flat in Sector 66, Gurgaon","3 BHK Flat in Sector 66, Gurgaon",₹6.5 Cr,"₹20,408 /sqft",3.0,3.0,3 BHK,3300.0,"3,300 sqft",Super Built-up,17 floor,,Ready To Move,,3.0,,,"This 3 bhk flat is located in emaar mgf the palm drive, which houses some of the most spacious flats in sector 66 gurgaon. The flat is facing the east direction. The flat is over 3300 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 17 floors and this property is situated on top floor. Being a ready to move project, you can expect imme...",Emaar MGF The Palm Drive,Emaar MGF The Palm Drive,,,,,
690,859.0,1228.0,Individual,"4 BHK Flat in Sector 66, Gurgaon","4 BHK Flat in Sector 66, Gurgaon",₹4.2 Cr,"₹23,333 /sqft",4.0,4.0,4 BHK,2100.0,"2,100 sqft",Super Built-up,12th floor,,Ready To Move,,3.0,,,"Emaar mgf the palm drive is one of gurgaon's most sought after destination for apartments and this 4 bhk flat in sector 66 gurgaon is your opportunity to be a part of this community. The flat is facing the south direction. Containing 4 bedroom(s), 4 bathrooms and 3 balconies, this flat is spread over a super built up area of 2100 sq.Ft. The property is located on the 12th floor of a 14 floors t...",Emaar MGF The Palm Drive,Emaar MGF The Palm Drive,Sector 56 metro within 1.5km Dps public school within 500m,,,,
691,860.0,1229.0,Individual,"3 BHK Flat in Sector 68, Gurgaon","3 BHK Flat in Sector 68, Gurgaon",₹2.2 Cr,"₹12,600 /sqft",3.0,3.0,3 BHK,1746.0,"1,746 sqft",Super Built-up,23rd floor,East,Ready To Move,,,,,"Luxury 3 bhk apartment for sale m3m marina, sector-68 Size: 1746 sq. Ft. Floor: 23rd floor Demand: 2.20 cr (Negotiable) Step into elegance with this beautifully maintained 3 bhk premium residence located in the heart of sector-68, m3m marina. Perched on the 24th floor, this spacious 1746 sq. Ft. Apartment offers stunning views, exceptional natural light, and a refreshing sense of openness. Key ...",M3M The Marina,M3M The Marina,East Facing Gated Society,,,,
692,861.0,1230.0,Individual,"3 BHK Flat in Sector 86, Gurgaon","3 BHK Flat in Sector 86, Gurgaon",₹2.3 Cr,"₹11,917 /sqft",3.0,3.0,3 BHK,1930.0,"1,930 sqft",Super Built-up,19 floor,,Ready To Move,,3.0,,,"This is a west-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1930 sq.Ft. The residential building has 19 floors in total and the flat for sale is located on the 9th floor. This is a ready to move project and the property is 1-5 years old. The floor of this flat is beautifully designed...",DLF The Skycourt,DLF The Skycourt,Gated Society Corner Property,,,,
693,862.0,1231.0,Individual,"4 BHK Flat in Sector 102, Gurgaon","4 BHK Flat in Sector 102, Gurgaon",₹3.2 Cr,"₹20,833 /sqft",4.0,4.0,4 BHK,2180.0,"2,180 sqft",Super Built-up,,,Ready To Move,,,,,,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,,,,,
694,864.0,1235.0,Individual,"4 BHK Flat in Sector 99, Gurgaon","4 BHK Flat in Sector 99, Gurgaon",₹4.3 Cr,"₹12,797 /sqft",4.0,4.0,4 BHK,3360.0,"3,360 sqft",Super Built-up,,East,Ready To Move,,3.0,,Garden,"Vatika sovereign park is one of the most popular destination for buying apartments/ flats in sector 99 gurgaon. You too can be a part of this society by purchasing this 4 bhk flat here. This residential flat is east-Facing direction. Constructed on a super built up area of 3360 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies. This flat lies on the 5th level of a 1...",Vatika Sovereign Park,Vatika Sovereign Park,East Facing Private Garden,,,,
695,865.0,1236.0,Individual,"3 BHK Flat in Sector 104, Gurgaon","3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,"₹22,067 /sqft",3.0,2.0,3 BHK,1359.0,"1,359 sqft",Super Built-up,,North,Ready To Move,,,,,"Hero homes 3 bhk, site view possible, best location, all included rate, many more option available at best market rate. Call for more detail. Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in hero homes that is situated in sector 104 gurgaon. This is a north-Facing property. Constructed on a super built up area of 1359 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms ...",Hero Homes,Hero Homes,North Facing dps Nearby,,,,
696,866.0,1237.0,Individual,"3 BHK Flat in Sector 85, Gurgaon","3 BHK Flat in Sector 85, Gurgaon",₹1.86 Cr,"₹8,773 /sqft",3.0,4.0,3 BHK,2120.0,"2,120 sqft",Super Built-up,,,Ready To Move,,2.0,,,"This beautiful 3 bhk flat in sector 85 gurgaon is situated in orris aster court premier, one of the popular residential society in gurgaon. This property faces the west direction. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 2120 sq.Ft. This flat lies on the 7th level of a 12 storey building. Being a...",Orris Aster Court Premier,Orris Aster Court Premier,"St. Andrews world school within 250m Aarvy, Silver Steak within 1.5km",,,,
697,867.0,1238.0,Individual,"3 BHK Flat in Sector 84, Gurgaon","3 BHK Flat in Sector 84, Gurgaon",₹1.85 Cr,"₹10,571 /sqft",3.0,3.0,3 BHK,1750.0,"1,750 sqft",Super Built-up,21 floor,,Ready To Move,,3.0,,,"Ss the coralwood is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 84 gurgaon is your opportunity to be a part of this community. This property faces the west direction. The flat occupies a super built up area of 1750 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. The residential building has 21 floors in total and the fla...",SS The Coralwood,SS The Coralwood,,,,,
698,868.0,1239.0,Individual,"3 BHK Flat in Sector 68, Gurgaon","3 BHK Flat in Sector 68, Gurgaon",₹2.37 Cr,"₹11,855 /sqft",3.0,4.0,3 BHK,1999.0,"1,999 sqft",Super Built-up,10th floor,East,Ready To Move,,3.0,,Garden,"The flat is east-Facing. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 1999 sq.Ft. The property is located on the 10th floor of a 35 floors tall building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The flat comes well built with ceramic flooring options. The society complex ...",Pareena Mi Casa,Pareena Mi Casa,East Facing Private Garden,,,,
699,869.0,1240.0,Individual,"3 BHK Flat in Sector 83, Gurgaon","3 BHK Flat in Sector 83, Gurgaon",₹2.65 Cr,"₹13,947 /sqft",3.0,4.0,3 BHK,1900.0,"1,900 sqft",Super Built-up,,,Ready To Move,,,,"Swimming Pool, Gym, Garden, Play Area, Badminton Court","Available for sale ready to move apartment in emaar palm garden sector 83 gurgaon haryana. 1900 sq.Ft 3bhk +servantroom. All amenities in this society swimming pool, pool table, gym, park, yoga, badminton court, basketball court, tt room, kid's play area etc. Prime location nh8 and dwarka expressway. Nearby school, hospital, mall and market. Best deal call for more details.",Emaar Palm Gardens,Emaar Palm Gardens,Private Garden Dps School Nearby,,,,
700,870.0,1241.0,Individual,"2 BHK Flat in Sector 102, Gurgaon","2 BHK Flat in Sector 102, Gurgaon",₹1.95 Cr,"₹16,049 /sqft",2.0,2.0,2 BHK,1215.0,"1,215 sqft",Super Built-up,10th floor,North-East,Ready To Move,,2.0,,,"The flat is facing the north-East direction. The flat occupies a super built up area of 1215 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The property is located on the 10th floor of a 14 floors tall building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The well built wood flooring enhances the aesthetic appeal of this fl...",Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,North-East Facing DPS within 250m,,,,
701,871.0,1242.0,Individual,"3 BHK Flat in Sector 82, Gurgaon","3 BHK Flat in Sector 82, Gurgaon",₹1.86 Cr,"₹10,391 /sqft",3.0,4.0,3 BHK,1790.0,"1,790 sqft",Super Built-up,18 floor,,Ready To Move,,2.0,,,"This 3 bhk flat is located in mapsko royale ville, which houses some of the most spacious flats in sector 82 gurgaon. The flat is facing the east direction. The flat is over 1790 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 2 balconies. The flat has a total of 18 floors and this property is situated on 6th floor. An added advantage of this 1-5 years old flat is that i...",Mapsko Royale Ville,Mapsko Royale Ville,,,,,
702,872.0,1243.0,Individual,"3 BHK Flat in Sector 106, Gurgaon","3 BHK Flat in Sector 106, Gurgaon",₹3 Cr,"₹14,985 /sqft",3.0,4.0,3 BHK,2002.0,"2,002 sqft",Super Built-up,34 floor,East,Ready To Move,,3.0,,,"This lovely 3 bhk apartment/flat in sector 106 gurgaon is available for sale in one of gurgaon's most popular projects, godrej meridien. This property faces the east direction. The flat is over 2002 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and more than 3 balconies. The flat has a total of 34 floors and this property is situated on 10th floor. As the project is alread...",Godrej Meridien,Godrej Meridien,East Facing D.P.S International Nearby,,,,
703,873.0,1244.0,Individual,"2 BHK Flat in Sohna, Gurgaon","2 BHK Flat in Sohna, Gurgaon",₹72 Lac,"₹9,664 /sqft",2.0,2.0,2 BHK,745.0,745 sqft,Carpet,5th floor,,Ready To Move,,,,,"Beautiful 2 bhk for sale signature global park 4/5, sohna A well-Maintained 2 bhk apartment available for sale on the 4th / 5th floor in signature global park, sohna. This beautiful unit offers smart planning, ample natural light, and a peaceful living environment perfect for families and investors alike. Property highlights: 2 spacious bedrooms with functional layout Located on higher floor (4...",Signature Global Park,Signature Global Park,,,,,
704,874.0,1245.0,Individual,"3 BHK Flat in Sector 85, Gurgaon","3 BHK Flat in Sector 85, Gurgaon",₹2.85 Cr,"₹13,392 /sqft",3.0,3.0,3 BHK,2130.0,"2,130 sqft",Super Built-up,16th floor,,Ready To Move,,3.0,,Gym,"Located in the popular residential address of sector 85 gurgaon, godrej air is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. Constructed on a super built up area of 2130 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The property is located on the 16th floor of a 25 floors tall building. Bei...",Godrej Air,Godrej Air,Newly Constructed Fitness Center/ Gym,,,,
705,875.0,1246.0,Individual,"3 BHK Flat in Sector 109, Gurgaon","3 BHK Flat in Sector 109, Gurgaon",₹2.8 Cr,"₹18,663 /sqft",3.0,4.0,3 BHK,1955.0,"1,955 sqft",Super Built-up,,,Ready To Move,,,,Club House,Good property all amenities club house dwarka express way,Chintels Serenity,Chintels Serenity,,,,,
706,876.0,1247.0,Individual,"3 BHK Flat in Sector 99, Gurgaon","3 BHK Flat in Sector 99, Gurgaon",₹2.15 Cr,"₹21,640 /sqft",3.0,3.0,3 BHK,1685.0,"1,685 sqft",Super Built-up,,,Ready To Move,,,,Club House,Good property and ready to move all amenities club house operational wengon dwarka express way,Assotech Blith,Assotech Blith,,,,,
707,877.0,1248.0,Individual,"2 BHK Flat in Sector 65, Gurgaon","2 BHK Flat in Sector 65, Gurgaon",₹2.46 Cr,"₹19,508 /sqft",2.0,2.0,2 BHK,1261.0,"1,261 sqft",Super Built-up,,East,Ready To Move,,,,,"2 bhk with complete wood work, with ac in all bed room , modular kitchen with chimney and hub. Keys in hand",M3M Heights,M3M Heights,East Facing Sector 56 Mtero station Nearby,,,,
708,878.0,1249.0,Individual,"3 BHK Flat in Sector 62, Gurgaon","3 BHK Flat in Sector 62, Gurgaon",₹6 Cr,"₹23,176 /sqft",3.0,3.0,3 BHK,2588.0,"2,588 sqft",Super Built-up,,,Ready To Move,,2.0,,,"This lovely 3 bhk apartment/flat in sector 62 gurgaon is available for sale in one of gurgaon's most popular projects, emaar digihomes. This is a east-Facing property. The flat occupies a super built up area of 2589 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat lies on the 10th level of a 32 storey building. Being a ready to move project, you can expect immediate po...",Emaar Digihomes,Emaar Digihomes,,,,,
709,879.0,1250.0,Individual,"3 BHK Flat in Sector 65, Gurgaon","3 BHK Flat in Sector 65, Gurgaon",₹3.47 Cr,"₹19,000 /sqft",3.0,3.0,3 BHK,1828.0,"1,828 sqft",Super Built-up,,North,Ready To Move,,3.0,,,"M3m heights is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 65 gurgaon is your opportunity to be a part of this community. This is a north-Facing property. Constructed on a super built up area of 1828 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. This flat lies on the 46th level of a 48 storey building. As the project is alr...",M3M Heights,M3M Heights,North Facing Gated Society,,,,
