property_id,listing_type,property_name,society,rating,reviews,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,link,property_type,plot_area,plot_area_sqft,total_floors,open_sides,covered_area
87499510,Independent House,"5 Bedroom House in Krishna Colony, Gurgaon","5 Bedroom House in Krishna Colony, Gurgaon",N/A,N/A,₹1.9 Cr,"₹1,62,393 /sqft",5,3,5 BHK,117,117 sqft,N/A,1st,N/A,RESALE,N/A,,N/A,"Parking, Park",G floor 1 bhk 1st floor 3bhk with car parking,D C Residency,D C Residency,Newly Constructed Overlooking Main Road,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-d-c-residency-krishna-colony-gurgaon-117-sq-ft-spid-R87499510,House,N/A,N/A,,N/A,N/A
84010070,Independent House,"4 Bedroom House in Sector 59, Gurgaon","4 Bedroom House in Sector 59, Gurgaon",N/A,N/A,₹15 Cr,"₹20,833 /sqft",4,4,4 BHK,6000,"6,000 sqft",Covered,N/A,N/A,RESALE,N/A,3.0,N/A,"Parking, Garden, Club House, Park","On the lookout for a spacious house in gurgaon? Go for this 4 bhk house for sale in sector 59 gurgaon, a well-Connected locality within gurgaon. Another plus point for the house is that it is situated near close to metro station. This house occupies a super built up area of 6000 sq.Ft. And contains 4 bedrooms, 4 bathrooms and 3 balconies. There are 4 covered parking available with this house. T...",Raisina Residency,Raisina Residency,Club house Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-raisina-residency-sector-59-gurgaon-6000-sq-ft-spid-J84010070,House,N/A,N/A,,N/A,N/A
88327384,Independent House,"5 Bedroom House in Nirvana Country, Gurgaon","5 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹16.55 Cr,"₹51,080 /sqft",5,6,5 BHK,3240,"3,240 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,Garden,Corner 5bhk independent house in nirvana country,Unitech Deerwood Chase,Unitech Deerwood Chase,Private Garden Overlooking Main Road,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-deerwood-chase-nirvana-country-gurgaon-3240-sq-ft-spid-K88327384,House,N/A,N/A,,N/A,N/A
88327348,Independent House,"5 Bedroom House in Nirvana Country, Gurgaon","5 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹16.5 Cr,"₹50,926 /sqft",5,6,5 BHK,3240,"3,240 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,Garden,"Corner two side open elegant 5bhk independent house in nirvana country, with 12 mtr wide road on both side in a gated complex, ample sunlight, very well maintained house",Unitech Deerwood Chase,Unitech Deerwood Chase,Private Garden Gated Society,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-deerwood-chase-nirvana-country-gurgaon-3240-sq-ft-spid-R88327348,House,N/A,N/A,,N/A,N/A
88249884,Independent House,"5 Bedroom House in Sector 54, Gurgaon","5 Bedroom House in Sector 54, Gurgaon",N/A,N/A,₹29 Cr,"₹89,506 /sqft",5,5,5 BHK,3240,"3,240 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,"Swimming Pool, Gym, Garden, Park, Play Area","Exclusive 5 bhk villa for sale at emaar the palm springs Area: 360 sq.Yrds | price: Rs. 29 cr Spacious layout | premium lifestyle | modern comfort A rare opportunity with flexible terms and access to world-Class amenities, including: Landscaped parks & wide roads Childrens play areas Exclusive clubhouse with swimming pool, gymnasium & indoor games Located in a prime neighborhood, this villa off...",Emaar The Palm Springs,Emaar The Palm Springs,"Private Garden Pathways, Shiv Nadar, Shri Ram Nearby",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-the-palm-springs-sector-54-gurgaon-3240-sq-ft-spid-T88249884,House,N/A,N/A,,N/A,N/A
86414132,Independent House,"4 Bedroom House in DLF Phase 1, Gurgaon","4 Bedroom House in DLF Phase 1, Gurgaon",N/A,N/A,₹8.5 Cr,"₹47,222 /sqft",4,4,4 BHK,1800,"1,800 sqft",N/A,N/A,East,RESALE,N/A,,N/A,N/A,"Old built up Available for sale dlf phase 1, gurgaon","DLF Phase 1, Gurgaon","DLF Phase 1, Gurgaon",East Facing Rapid Metro Nearby,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-1800-sq-ft-r1-spid-Q86414132,House,N/A,N/A,,N/A,N/A
87519678,Independent House,"6 Bedroom House in Palam Vihar, Gurgaon","6 Bedroom House in Palam Vihar, Gurgaon",N/A,N/A,₹6.25 Cr,"₹25,720 /sqft",6,6,6 BHK,2430,"2,430 sqft",N/A,N/A,East,RESALE,N/A,4.0,N/A,N/A,"This house is a very good house , there are 6 bedroom , 6 bathroom , 4 balconies . It is constructed on the 270 sq.Rd , which is situated in the palam vihar , gurugram.",Ansals Palam Vihar,Ansals Palam Vihar,East Facing Recently Renovated,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-2430-sq-ft-spid-W87519678,House,N/A,N/A,,N/A,N/A
87144674,Independent House,"6 Bedroom House in Sector 23A, Gurgaon","6 Bedroom House in Sector 23A, Gurgaon",N/A,N/A,₹3 Cr,"₹33,333 /sqft",6,3,6 BHK,900,900 sqft,N/A,N/A,North,RESALE,N/A,,N/A,N/A,"100 gaj plot house. Ground, 1st and second floor. Close to proposed metro station","Sector 23A, Gurgaon","Sector 23A, Gurgaon",North Facing Maurya School Nearby,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-23a-gurgaon-23400-sq-ft-spid-X87144674,House,100 gaj,900,,N/A,N/A
88040578,Independent House,"4 Bedroom House in Sector 23, Gurgaon","4 Bedroom House in Sector 23, Gurgaon",N/A,N/A,₹7 Cr,"₹29,573 /sqft",4,4,4 BHK,2367,"2,367 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,N/A,"264 sq yrds house available in sector 23, its a two storey house with basement at a very very good price with noc, a amazing location for builder floors.","Sector 23, Gurgaon","Sector 23, Gurgaon",N/A,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-23-gurgaon-2367-sq-ft-spid-B88040578,House,N/A,N/A,,N/A,N/A
87500694,Independent House,"3 Bedroom House in Sector 14, Gurgaon","3 Bedroom House in Sector 14, Gurgaon",N/A,N/A,₹5.65 Cr,"₹25,111 /sqft",3,3,3 BHK,2250,"2,250 sqft",N/A,N/A,North-East,RESALE,N/A,,N/A,N/A,House for sale plot size 250 sqyard plot rate del. Sector 14,Sector 14 RWA,Sector 14 RWA,North-East Facing Gated Society,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-14-rwa-sector-14-gurgaon-2250-sq-ft-spid-Z87500694,House,N/A,N/A,,N/A,N/A
87155976,Independent House,"6 Bedroom House in DLF Phase 2, Gurgaon","6 Bedroom House in DLF Phase 2, Gurgaon",N/A,N/A,₹22 Cr,"₹48,888 /sqft",6,7,6 BHK,4500,"4,500 sqft",Built-up,N/A,N/A,RESALE,N/A,,N/A,Garden,"500 sq yards luxury villa for sale in dlf phase 2 gurgaon Property features: Bedrooms: 6 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden, ...",Spacious Villa in DLF 2,Spacious Villa in DLF 2,N/A,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-4500-sq-ft-spid-D87155976,House,N/A,N/A,,N/A,N/A
86958062,Independent House,"6 Bedroom House in DLF Phase 1, Gurgaon","6 Bedroom House in DLF Phase 1, Gurgaon",N/A,N/A,₹18.25 Cr,"₹19,210 /sqft",6,7,6 BHK,9500,"9,500 sqft",Built-up,N/A,N/A,RESALE,N/A,,N/A,Garden,"500 sq yards luxury villa for sale in malibu town gurgaon Property features: Bedrooms: 6 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden, ...",Independent Villa,Independent Villa,N/A,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-9500-sq-ft-spid-L86958062,House,N/A,N/A,,N/A,N/A
88946782,Independent House,"6 Bedroom House in Sector 43, Gurgaon","6 Bedroom House in Sector 43, Gurgaon",N/A,N/A,₹5 Cr,"₹55,556 /sqft",6,6,6 BHK,900,900 sqft,N/A,N/A,N/A,RESALE,N/A,,N/A,Garden,"Dear sir/mam If you want to buy any kind of property in gurgaon like plots in huda sectors - Dlf- Ansal- Emaar- Adani, builder floors, apartment, commercial etc. For self use or for rental purpose, we have an excellent options for investment & genuine price from other brokers kindly contact sachdeva estate. Your one call makes you feel different.","Sector 43, Gurgaon","Sector 43, Gurgaon",Private Garden Corner Property,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-43-gurgaon-900-sq-ft-spid-W88946782,House,N/A,N/A,,N/A,N/A
88946644,Independent House,"6 Bedroom House in Sector 43, Gurgaon","6 Bedroom House in Sector 43, Gurgaon",N/A,N/A,₹6.95 Cr,"₹47,964 /sqft",6,6,6 BHK,1449,"1,449 sqft",N/A,N/A,East,RESALE,N/A,,N/A,N/A,"Dear sir/mam If you want to buy any kind of property in gurgaon like plots in huda sectors - Dlf- Ansal- Emaar- Adani, builder floors, apartment, commercial etc. For self use or for rental purpose, we have an excellent options for investment & genuine price from other brokers kindly contact sachdeva estate. Your one call makes you feel different.","Sector 43, Gurgaon","Sector 43, Gurgaon",East Facing Newly Constructed,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-43-gurgaon-1449-sq-ft-spid-S88946644,House,N/A,N/A,,N/A,N/A
88946356,Independent House,"6 Bedroom House in Sector 42, Gurgaon","6 Bedroom House in Sector 42, Gurgaon",N/A,N/A,₹5.5 Cr,"₹61,111 /sqft",6,6,6 BHK,900,900 sqft,N/A,N/A,North,RESALE,N/A,,N/A,Garden,"Dear sir/mam If you want to buy any kind of property in gurgaon like plots in huda sectors - Dlf- Ansal- Emaar- Adani, builder floors, apartment, commercial etc. For self use or for rental purpose, we have an excellent options for investment & genuine price from other brokers kindly contact sachdeva estate. Your one call makes you feel different.","Sector 42, Gurgaon","Sector 42, Gurgaon",North Facing Private Garden,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-42-gurgaon-900-sq-ft-spid-P88946356,House,N/A,N/A,,N/A,N/A
88946210,Independent House,"16 Bedroom House in Sector 42, Gurgaon","16 Bedroom House in Sector 42, Gurgaon",N/A,N/A,₹9 Cr,"₹62,112 /sqft",16,16,16 BHK,1449,"1,449 sqft",N/A,N/A,North,RESALE,N/A,,N/A,Garden,"Dear sir/mam If you want to buy any kind of property in gurgaon like plots in huda sectors - Dlf- Ansal- Emaar- Adani, builder floors, apartment, commercial etc. For self use or for rental purpose, we have an excellent options for investment & genuine price from other brokers kindly contact sachdeva estate. Your one call makes you feel different.","Sector 42, Gurgaon","Sector 42, Gurgaon",North Facing Private Garden,https://www.99acres.com/16-bhk-bedroom-independent-house-villa-for-sale-in-sector-42-gurgaon-1449-sq-ft-spid-T88946210,House,N/A,N/A,,N/A,N/A
88661898,Independent House,"8 Bedroom House in Sector 43, Gurgaon","8 Bedroom House in Sector 43, Gurgaon",N/A,N/A,₹7.15 Cr,"₹49,344 /sqft",8,4,8 BHK,1449,"1,449 sqft",N/A,N/A,North,RESALE,N/A,,N/A,N/A,"Dear sir/mam If you want to buy any kind of property in gurgaon like plots in huda sectors - Dlf- Ansal- Emaar- Adani, builder floors, apartment, commercial etc. For self use or for rental purpose, we have an excellent options for investment & genuine price from other brokers kindly contact sachdeva estate. Your one call makes you feel different.","Sector 43, Gurgaon","Sector 43, Gurgaon",North Facing Gated Society,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sector-43-gurgaon-1449-sq-ft-spid-J88661898,House,N/A,N/A,,N/A,N/A
88661790,Independent House,"6 Bedroom House in Sector 43, Gurgaon","6 Bedroom House in Sector 43, Gurgaon",N/A,N/A,₹7 Cr,"₹48,309 /sqft",6,6,6 BHK,1449,"1,449 sqft",N/A,N/A,North,RESALE,N/A,,N/A,Garden,"Dear sir/mam If you want to buy any kind of property in gurgaon like plots in huda sectors - Dlf- Ansal- Emaar- Adani, builder floors, apartment, commercial etc. For self use or for rental purpose, we have an excellent options for investment & genuine price from other brokers kindly contact sachdeva estate. Your one call makes you feel different.","Sector 43, Gurgaon","Sector 43, Gurgaon",North Facing Private Garden,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-43-gurgaon-1449-sq-ft-spid-Z88661790,House,N/A,N/A,,N/A,N/A
88660780,Independent House,"8 Bedroom House in Sector 43, Gurgaon","8 Bedroom House in Sector 43, Gurgaon",N/A,N/A,₹3.55 Cr,"₹65,741 /sqft",8,8,8 BHK,540,540 sqft,N/A,N/A,North,RESALE,N/A,,N/A,Garden,"Dear sir/mam If you want to buy any kind of property in gurgaon like plots in huda sectors - Dlf- Ansal- Emaar- Adani, builder floors, apartment, commercial etc. For self use or for rental purpose, we have an excellent options for investment & genuine price from other brokers kindly contact sachdeva estate. Your one call makes you feel different.","Sector 43, Gurgaon","Sector 43, Gurgaon",North Facing Private Garden,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sector-43-gurgaon-540-sq-ft-spid-A88660780,House,N/A,N/A,,N/A,N/A
88357600,Independent House,"5 Bedroom House in Sushant Lok 2,Sector 55, Gurgaon","5 Bedroom House in Sushant Lok 2,Sector 55, Gurgaon",N/A,N/A,₹8.25 Cr,"₹33,093 /sqft",5,5,5 BHK,2493,"2,493 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,"Gym, Garden","5 bhk duplex with basement house ,neat location near golf course road , near navkriti market , walking from rapid metro station. Pics available","Sushant Lok 2,Sector 55, Gurgaon","Sushant Lok 2,Sector 55, Gurgaon",Private Garden Fitness Center/ Gym,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-2-sector-55-gurgaon-2493-sq-ft-spid-W88357600,House,N/A,N/A,,N/A,N/A
87755544,Independent House,"6 Bedroom House in Sector 40, Gurgaon","6 Bedroom House in Sector 40, Gurgaon",N/A,N/A,₹5.2 Cr,"₹35,887 /sqft",6,6,6 BHK,1449,"1,449 sqft",Built-up,N/A,North-East,RESALE,N/A,,N/A,N/A,161sqyd builtup house in sector 40 gurgaon. Call for site visit and meeting.,North East Facing,North East Facing,North-East Facing Huda City Centre within 2km,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-40-gurgaon-1260-sq-ft-spid-T87755544,House,161sqyd,1449,,N/A,N/A
82346206,Independent House,"4 Bedroom House in DLF Phase 1, Gurgaon","4 Bedroom House in DLF Phase 1, Gurgaon",N/A,N/A,₹13 Cr,"₹45,710 /sqft",4,4,4 BHK,2844,"2,844 sqft",N/A,1st,North,RESALE,N/A,,Servant Room,"Parking, Garden, Park","Dlf phase -1 , prime location Ground +1st floor+ 1 room on roof 5 bhk + servant room. Lawn in front and back Plot facing - West House entrance - North 2 car parking inside","DLF Phase 1, Gurgaon","DLF Phase 1, Gurgaon",Private Garden Rapid Metro Phase-1 within 500m,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2844-sq-ft-r2-spid-P82346206,House,N/A,N/A,2.0,N/A,N/A
84331872,Independent House,"3 Bedroom House in Palam Vihar, Gurgaon","3 Bedroom House in Palam Vihar, Gurgaon",N/A,N/A,₹1.9 Cr,"₹31,986 /sqft",3,3,3 BHK,594,594 sqft,N/A,N/A,North,RESALE,N/A,,N/A,N/A,66 sq yard house available for sale in palam vihar gurugram. Please contact us for more details and site visit.,Ansals Palam Vihar,Ansals Palam Vihar,North Facing Maurya School within 250m,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-594-sq-ft-r2-spid-M84331872,House,N/A,N/A,,N/A,N/A
85948132,Independent House,"10 Bedroom House in Sector 45, Gurgaon","10 Bedroom House in Sector 45, Gurgaon",N/A,N/A,₹3.45 Cr,"₹63,889 /sqft",10,10,10 BHK,540,540 sqft,N/A,N/A,East,RESALE,Fully Furnished,,N/A,"Parking, Park","60 sqyds newly built up with stilt parking, fully furnished, already rented, near main huda market, only genuine client contact.","Sector 45, Gurgaon","Sector 45, Gurgaon",East Facing Newly Constructed,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-540-sq-ft-r1-spid-H85948132,House,60 sqyd,540,,N/A,N/A
88411344,Independent House,"9 Bedroom House in Saraswati Vihar, Gurgaon","9 Bedroom House in Saraswati Vihar, Gurgaon",N/A,N/A,₹4 Cr,"₹29,630 /sqft",9,7,9 BHK,1350,"1,350 sqft",N/A,N/A,East,RESALE,N/A,,N/A,Garden,Old 3 story building for sale very low price for residents and rental income near m.G.Road . I have more option in sushant lok dlf and sectors plz contact nine eight one eight seven double five nine seven two.,"Saraswati Vihar, Gurgaon","Saraswati Vihar, Gurgaon",East Facing Private Garden,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-saraswati-vihar-gurgaon-1305-sq-ft-spid-Y88411344,House,N/A,N/A,,N/A,N/A
87755112,Independent House,"12 Bedroom House in Sushant Lok Phase 2, Gurgaon","12 Bedroom House in Sushant Lok Phase 2, Gurgaon",N/A,N/A,₹8.5 Cr,"₹41,666 /sqft",12,12,12 BHK,2040,"2,040 sqft",N/A,N/A,East,RESALE,N/A,,N/A,N/A,"Sushant lok phase 2 is one of gurgaon's most sought after destination for residential houses and this 12 bhk house in sushant lok phase 2 is your opportunity to be a part of this community. Owing to its key locations, several landmarks like close to metro station and close to market are easily accessible. Constructed on a super built up area of 2040 sq.Ft., this house comprises 12 bedrooms, 12 ...","Sector 57 , Gurgaon","Sector 57 , Gurgaon",East Facing 55-56 Rapid Metro within 1km,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-2-gurgaon-1836-sq-ft-spid-S87755112,House,N/A,N/A,,N/A,N/A
87605710,Independent House,"7 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon","7 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",N/A,N/A,₹8 Cr,"₹44,444 /sqft",7,7,7 BHK,1800,"1,800 sqft",Covered,N/A,East,RESALE,N/A,2.0,N/A,"Parking, Park","Wishing to settle down in an individual house with your family? This well-Built and spacious 7 bhk house for sale in block c, sushant lok phase 1, gurgaon seems to be an ideal choice for a peaceful abode for a family. The house has over super built up area of 200 sq.Yards and comes with 7 bedrooms, 7 bathrooms and 2 balconies. The owner of the house also gets 1 covered and 1 open parking slot(s...","Block C, Sushant Lok Phase 1, Gurgaon","Block C, Sushant Lok Phase 1, Gurgaon",East Facing Recently Renovated,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-1800-sq-ft-spid-Y87605710,House,N/A,N/A,,N/A,N/A
86460828,Independent House,"5 Bedroom House in Sector 28, Gurgaon","5 Bedroom House in Sector 28, Gurgaon",N/A,N/A,₹9.25 Cr,"₹3,08,333 /sqft",5,6,5 BHK,300,300 sqft,N/A,N/A,East,RESALE,N/A,,N/A,Garden,Available for sale villa in essel tower for more information plz call,Suncity Essel Towers,Suncity Essel Towers,East Facing Private Garden,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-suncity-essel-towers-sector-28-gurgaon-300-sq-ft-r1-spid-L86460828,House,N/A,N/A,,N/A,N/A
88441828,Independent House,"5 Bedroom House in DLF Cyber City, Gurgaon","5 Bedroom House in DLF Cyber City, Gurgaon",N/A,N/A,₹12.5 Cr,"₹46,296 /sqft",5,5,5 BHK,2700,"2,700 sqft",Covered,N/A,North-East,RESALE,N/A,2.0,N/A,"Parking, Garden, Park","Check out this 5 bhk house for sale in dlf cyber city, a popular residential locality that contains many of the in-Demand properties in gurgaon. Constructed on a super built up area of 300 sq.Yards, this house comprises 5 bedrooms, 5 bathrooms and 2 balconies. Your vehicle(s) can be easily parked as this house comes with 2 covered and 2 open parking. This is a ready to move house, which is 10+ ...","DLF Cyber City, Gurgaon","DLF Cyber City, Gurgaon",North-East Facing Private Garden,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-cyber-city-gurgaon-2700-sq-ft-spid-R88441828,House,N/A,N/A,,N/A,N/A
88141604,Independent House,"5 Bedroom House in Nirvana Country, Gurgaon","5 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹16 Cr,"₹4,44,444 /sqft",5,5,5 BHK,360,360 sqft,N/A,N/A,N/A,RESALE,N/A,3.0,N/A,"Parking, Park","Nirvana country sector 50 gurgaon's most sought after destination for residential houses and this 5 bhk villa house in nirvana country is your opportunity to be a part of this community. The house has over super built up area of 360 sq.Yard and comes with 5 bedrooms, 5 bathrooms and more than 3 balconies. Your vehicle(s) can be easily parked as this house comes with 2 open parking. Another adde...",Nirvana Cedar Crest,Nirvana Cedar Crest,"Millennium city within 3km RPS ,Naryana DAV Nearby",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-cedar-crest-nirvana-country-gurgaon-360-sq-ft-spid-Z88141604,House,N/A,N/A,,N/A,N/A
81729192,Independent House,"14 Bedroom House in Sushant Lok 2,Sector 55, Gurgaon","14 Bedroom House in Sushant Lok 2,Sector 55, Gurgaon",N/A,N/A,₹8 Cr,"₹49,382 /sqft",14,13,14 BHK,1620,"1,620 sqft",N/A,N/A,North,RESALE,N/A,,N/A,Garden,"Sushant lok 2,a-Block golf course road,sector 55 gurgaon is one of gurgaon's most sought after destination for residential houses and this 14 bhk house in sushant lok 2,sector 55 gurgaon is your opportunity to be a part of this community. This independent house is spread over a 180sq.Yds plot size.100% vastu perfect. This is a ready to move house, which is 0-1 year old. The ownership right of t...","Sushant Lok 2,Sector 55, Gurgaon","Sushant Lok 2,Sector 55, Gurgaon",North Facing Private Garden,https://www.99acres.com/14-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-2-sector-55-gurgaon-1620-sq-ft-r1-spid-M81729192,House,180sq.Yd,1620,,N/A,N/A
88872850,Independent House,"8 Bedroom House in Huda, Gurgaon","8 Bedroom House in Huda, Gurgaon",N/A,N/A,₹10.25 Cr,"₹32,540 /sqft",8,8,8 BHK,3150,"3,150 sqft",N/A,N/A,East,RESALE,N/A,,N/A,"Parking, Garden, Park","This property located in sector 23 gurgaon, this is a corner plot buld 3 story consistig of 8 bedrooms, 8bathrooms, kitchen, living rooms and parking on front there is a park.","Huda, Gurgaon","Huda, Gurgaon",East Facing Private Garden,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-huda-gurgaon-3150-sq-ft-spid-U88872850,House,N/A,N/A,,N/A,N/A
87616818,Independent House,"4 Bedroom House in Nirvana Country, Gurgaon","4 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹22.49 Cr,"₹49,779 /sqft",4,4,4 BHK,4518,"4,518 sqft",N/A,N/A,N/A,RESALE,N/A,3.0,N/A,Garden,"Looking to buy an independent house in gurgaon? Do check out this 4 bhk house in nirvana country, which is an ideal choice for a family. This residential property boasts proximity to key landmarks like close to metro station, close to hospital, close to market and close to school. Containing 4 bedrooms, 4 bathrooms and more than 3 balconies, this independent house is spread over a super built u...",Unitech Nirvana Birch Court,Unitech Nirvana Birch Court,Gated Society Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-nirvana-birch-court-nirvana-country-gurgaon-25200-sq-ft-spid-L87616818,House,N/A,N/A,,N/A,N/A
88733016,Independent House,"5 Bedroom House in Nirvana Country, Gurgaon","5 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹15 Cr,"₹46,296 /sqft",5,5,5 BHK,3240,"3,240 sqft",N/A,N/A,North,RESALE,N/A,,N/A,N/A,"Welcome to espace, nirvana countrya premium 5 bhk residence on a generous 360 sq. Yards plot, built for space, privacy, and elevated living. This home features expansive bedrooms, airy living and dining areas, and a layout that maximizes natural light and ventilation. Set in one of the most sought-After pockets of nirvana country, it offers a calm, green environment with excellent connectivity ...",Unitech Espace,Unitech Espace,North Facing Gated Society,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-3240-sq-ft-spid-T88733016,House,N/A,N/A,,N/A,N/A
88732586,Independent House,"4 Bedroom House in Nirvana Country, Gurgaon","4 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹11 Cr,"₹50,925 /sqft",4,4,4 BHK,2160,"2,160 sqft",N/A,N/A,North,RESALE,N/A,,N/A,N/A,"Step into elevated living at aspen green, a well-Crafted 4 bhk home on a 240 sq. Yards plot designed for modern families. This residence features smartly planned interiors, spacious bedrooms, and bright living areas that balance comfort with functionality. Located in a peaceful, well-Connected neighborhood, aspen green offers a calm residential vibe while staying close to daily essentials and k...",Unitech Aspen Greens,Unitech Aspen Greens,North Facing Gated Society,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-aspen-greens-nirvana-country-gurgaon-2160-sq-ft-spid-B88732586,House,N/A,N/A,,N/A,N/A
88731656,Independent House,"4 Bedroom House in Nirvana Country, Gurgaon","4 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹11.25 Cr,"₹46,125 /sqft",4,4,4 BHK,2439,"2,439 sqft",N/A,N/A,North,RESALE,N/A,,N/A,Garden,"Welcome to birch court, nirvana countrya premium 4 bhk residence on a 271 sq. Yards plot, built for space, comfort, and quiet luxury. This home offers well-Proportioned bedrooms, airy living and dining areas, and smart natural light throughout. Set in a secure, green neighborhood, its ideal for families who want calm living without losing city connectivity. The layout supports modern lifestyles...",Unitech Nirvana Birch Court,Unitech Nirvana Birch Court,North Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-nirvana-birch-court-nirvana-country-gurgaon-2439-sq-ft-spid-W88731656,House,N/A,N/A,,N/A,N/A
88731078,Independent House,"3 Bedroom House in Nirvana Country, Gurgaon","3 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹14 Cr,"₹43,210 /sqft",3,3,3 BHK,3240,"3,240 sqft",N/A,N/A,North,RESALE,N/A,,N/A,N/A,"Experience refined living at deerwood chase villa, a beautifully designed 3-Bedroom home on a 360 sq. Yards plot. This spacious villa blends elegance with everyday comfort, offering well-Ventilated interiors, generous living areas, and thoughtfully planned bedrooms for privacy and relaxation. Surrounded by a calm, green setting, the property delivers a perfect balance of tranquility and urban c...",Unitech Deerwood Chase,Unitech Deerwood Chase,North Facing Lotus Valley International Nearby,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-unitech-deerwood-chase-nirvana-country-gurgaon-3240-sq-ft-spid-U88731078,House,N/A,N/A,,N/A,N/A
